State,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date
ID,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.515,,7/1/2014,6/30/2015
IL,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.735,,7/1/2014,6/30/2015
IN,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.665,,7/1/2014,6/30/2015
KS,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.636,,7/1/2014,6/30/2015
KY,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.741,,7/1/2014,6/30/2015
LA,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.801,,7/1/2014,6/30/2015
MA,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.779,,7/1/2014,6/30/2015
MD,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.825,,7/1/2014,6/30/2015
ME,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.196,,7/1/2014,6/30/2015
MI,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.796,,7/1/2014,6/30/2015
MN,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.857,,7/1/2014,6/30/2015
MO,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.473,,7/1/2014,6/30/2015
MP,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
MS,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.604,,7/1/2014,6/30/2015
MT,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.733,,7/1/2014,6/30/2015
NC,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.499,,7/1/2014,6/30/2015
ND,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.19,,7/1/2014,6/30/2015
NE,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.434,,7/1/2014,6/30/2015
NH,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.416,,7/1/2014,6/30/2015
NJ,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.89,,7/1/2014,6/30/2015
NM,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.783,,7/1/2014,6/30/2015
NV,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.446,,7/1/2014,6/30/2015
NY,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.929,,7/1/2014,6/30/2015
OH,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.594,,7/1/2014,6/30/2015
OK,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.178,,7/1/2014,6/30/2015
OR,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.504,,7/1/2014,6/30/2015
PA,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.762,,7/1/2014,6/30/2015
PR,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
RI,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.449,,7/1/2014,6/30/2015
SC,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.567,,7/1/2014,6/30/2015
SD,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.452,,7/1/2014,6/30/2015
TN,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.576,,7/1/2014,6/30/2015
TX,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.632,,7/1/2014,6/30/2015
UT,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.77,,7/1/2014,6/30/2015
VA,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.857,,7/1/2014,6/30/2015
VI,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
VT,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.7,,7/1/2014,6/30/2015
WA,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.498,,7/1/2014,6/30/2015
WI,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.69,,7/1/2014,6/30/2015
WV,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.952,,7/1/2014,6/30/2015
WY,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.027,,7/1/2014,6/30/2015
AK,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.392,,7/1/2014,6/30/2015
AL,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,1.209,,7/1/2014,6/30/2015
AR,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,1.097,,7/1/2014,6/30/2015
AS,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Not Available,12 - This measure does not apply to this hospital for this reporting period.,7/1/2014,6/30/2015
AZ,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.877,,7/1/2014,6/30/2015
CA,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.837,,7/1/2014,6/30/2015
CO,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.63,,7/1/2014,6/30/2015
CT,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.697,,7/1/2014,6/30/2015
DC,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.98,,7/1/2014,6/30/2015
DE,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,1.032,,7/1/2014,6/30/2015
FL,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,1.107,,7/1/2014,6/30/2015
GA,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,1.101,,7/1/2014,6/30/2015
GU,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Not Available,12 - This measure does not apply to this hospital for this reporting period.,7/1/2014,6/30/2015
HI,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.567,,7/1/2014,6/30/2015
IA,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.565,,7/1/2014,6/30/2015
ID,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.283,,7/1/2014,6/30/2015
IL,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.738,,7/1/2014,6/30/2015
IN,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.856,,7/1/2014,6/30/2015
KS,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.579,,7/1/2014,6/30/2015
KY,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,1.314,,7/1/2014,6/30/2015
LA,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,1.176,,7/1/2014,6/30/2015
MA,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.569,,7/1/2014,6/30/2015
MD,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,1.232,,7/1/2014,6/30/2015
ME,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.421,,7/1/2014,6/30/2015
MI,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.982,,7/1/2014,6/30/2015
MN,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.4,,7/1/2014,6/30/2015
MO,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.784,,7/1/2014,6/30/2015
MP,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Not Available,12 - This measure does not apply to this hospital for this reporting period.,7/1/2014,6/30/2015
MS,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.882,,7/1/2014,6/30/2015
MT,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.446,,7/1/2014,6/30/2015
NC,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.878,,7/1/2014,6/30/2015
ND,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.739,,7/1/2014,6/30/2015
NE,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.668,,7/1/2014,6/30/2015
NH,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.655,,7/1/2014,6/30/2015
NJ,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,1.024,,7/1/2014,6/30/2015
NM,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.553,,7/1/2014,6/30/2015
NV,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.958,,7/1/2014,6/30/2015
NY,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.957,,7/1/2014,6/30/2015
OH,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.913,,7/1/2014,6/30/2015
OK,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,1.173,,7/1/2014,6/30/2015
OR,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.647,,7/1/2014,6/30/2015
PA,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.825,,7/1/2014,6/30/2015
PR,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.469,,7/1/2014,6/30/2015
RI,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.668,,7/1/2014,6/30/2015
SC,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,1.102,,7/1/2014,6/30/2015
SD,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.478,,7/1/2014,6/30/2015
TN,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,1.1,,7/1/2014,6/30/2015
TX,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.837,,7/1/2014,6/30/2015
UT,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.518,,7/1/2014,6/30/2015
VA,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.793,,7/1/2014,6/30/2015
VI,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,1.535,,7/1/2014,6/30/2015
VT,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.492,,7/1/2014,6/30/2015
WA,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.86,,7/1/2014,6/30/2015
WI,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.458,,7/1/2014,6/30/2015
WV,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.741,,7/1/2014,6/30/2015
WY,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,0.178,,7/1/2014,6/30/2015
AK,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.945,,7/1/2014,6/30/2015
AL,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,1.367,,7/1/2014,6/30/2015
AR,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,1.335,,7/1/2014,6/30/2015
AS,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Not Available,12 - This measure does not apply to this hospital for this reporting period.,7/1/2014,6/30/2015
AZ,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,1.023,,7/1/2014,6/30/2015
CA,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.9,,7/1/2014,6/30/2015
CO,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.803,,7/1/2014,6/30/2015
CT,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.856,,7/1/2014,6/30/2015
DC,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,1.272,,7/1/2014,6/30/2015
DE,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,1.439,,7/1/2014,6/30/2015
FL,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,1.185,,7/1/2014,6/30/2015
GA,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,1.227,,7/1/2014,6/30/2015
GU,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Not Available,12 - This measure does not apply to this hospital for this reporting period.,7/1/2014,6/30/2015
HI,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.869,,7/1/2014,6/30/2015
IA,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.747,,7/1/2014,6/30/2015
ID,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.56,,7/1/2014,6/30/2015
IL,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.829,,7/1/2014,6/30/2015
IN,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.992,,7/1/2014,6/30/2015
KS,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.755,,7/1/2014,6/30/2015
KY,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,1.501,,7/1/2014,6/30/2015
LA,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,1.342,,7/1/2014,6/30/2015
MA,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.671,,7/1/2014,6/30/2015
MD,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,1.403,,7/1/2014,6/30/2015
ME,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.69,,7/1/2014,6/30/2015
MI,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,1.087,,7/1/2014,6/30/2015
MN,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.518,,7/1/2014,6/30/2015
MO,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.907,,7/1/2014,6/30/2015
MP,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Not Available,12 - This measure does not apply to this hospital for this reporting period.,7/1/2014,6/30/2015
MS,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,1.054,,7/1/2014,6/30/2015
MT,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.847,,7/1/2014,6/30/2015
NC,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.979,,7/1/2014,6/30/2015
ND,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,1.146,,7/1/2014,6/30/2015
NE,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.905,,7/1/2014,6/30/2015
NH,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.993,,7/1/2014,6/30/2015
NJ,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,1.14,,7/1/2014,6/30/2015
NM,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.805,,7/1/2014,6/30/2015
NV,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,1.201,,7/1/2014,6/30/2015
NY,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,1.025,,7/1/2014,6/30/2015
OH,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,1.008,,7/1/2014,6/30/2015
OK,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,1.367,,7/1/2014,6/30/2015
OR,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.835,,7/1/2014,6/30/2015
PA,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.908,,7/1/2014,6/30/2015
PR,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.927,,7/1/2014,6/30/2015
RI,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.979,,7/1/2014,6/30/2015
SC,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,1.27,,7/1/2014,6/30/2015
SD,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.812,,7/1/2014,6/30/2015
TN,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,1.228,,7/1/2014,6/30/2015
TX,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.906,,7/1/2014,6/30/2015
UT,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.738,,7/1/2014,6/30/2015
VA,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.916,,7/1/2014,6/30/2015
VI,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,4.179,,7/1/2014,6/30/2015
VT,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.973,,7/1/2014,6/30/2015
WA,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,1.022,,7/1/2014,6/30/2015
WI,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.591,,7/1/2014,6/30/2015
WV,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.943,,7/1/2014,6/30/2015
WY,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,0.877,,7/1/2014,6/30/2015
AK,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.125,,7/1/2014,6/30/2015
AL,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,1.066,,7/1/2014,6/30/2015
AR,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.893,,7/1/2014,6/30/2015
AS,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Not Available,12 - This measure does not apply to this hospital for this reporting period.,7/1/2014,6/30/2015
AZ,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.747,,7/1/2014,6/30/2015
CA,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.778,,7/1/2014,6/30/2015
CO,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.488,,7/1/2014,6/30/2015
CT,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.562,,7/1/2014,6/30/2015
DC,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.742,,7/1/2014,6/30/2015
DE,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.718,,7/1/2014,6/30/2015
FL,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,1.033,,7/1/2014,6/30/2015
GA,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.985,,7/1/2014,6/30/2015
GU,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Not Available,12 - This measure does not apply to this hospital for this reporting period.,7/1/2014,6/30/2015
HI,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.352,,7/1/2014,6/30/2015
IA,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.418,,7/1/2014,6/30/2015
ID,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.124,,7/1/2014,6/30/2015
IL,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.655,,7/1/2014,6/30/2015
IN,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.735,,7/1/2014,6/30/2015
KS,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.435,,7/1/2014,6/30/2015
KY,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,1.145,,7/1/2014,6/30/2015
LA,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,1.026,,7/1/2014,6/30/2015
MA,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.479,,7/1/2014,6/30/2015
MD,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,1.077,,7/1/2014,6/30/2015
ME,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.24,,7/1/2014,6/30/2015
MI,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.885,,7/1/2014,6/30/2015
MN,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.303,,7/1/2014,6/30/2015
MO,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.675,,7/1/2014,6/30/2015
MP,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Not Available,12 - This measure does not apply to this hospital for this reporting period.,7/1/2014,6/30/2015
MS,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.732,,7/1/2014,6/30/2015
MT,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.207,,7/1/2014,6/30/2015
NC,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.784,,7/1/2014,6/30/2015
ND,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.452,,7/1/2014,6/30/2015
NE,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.482,,7/1/2014,6/30/2015
NH,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.411,,7/1/2014,6/30/2015
NJ,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.917,,7/1/2014,6/30/2015
NM,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.366,,7/1/2014,6/30/2015
NV,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.754,,7/1/2014,6/30/2015
NY,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.892,,7/1/2014,6/30/2015
OH,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.826,,7/1/2014,6/30/2015
OK,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,1,,7/1/2014,6/30/2015
OR,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.492,,7/1/2014,6/30/2015
PA,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.748,,7/1/2014,6/30/2015
PR,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.205,,7/1/2014,6/30/2015
RI,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.438,,7/1/2014,6/30/2015
SC,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.951,,7/1/2014,6/30/2015
SD,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.259,,7/1/2014,6/30/2015
TN,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.983,,7/1/2014,6/30/2015
TX,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.772,,7/1/2014,6/30/2015
UT,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.351,,7/1/2014,6/30/2015
VA,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.683,,7/1/2014,6/30/2015
VI,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.391,,7/1/2014,6/30/2015
VT,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.215,,7/1/2014,6/30/2015
WA,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.718,,7/1/2014,6/30/2015
WI,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.35,,7/1/2014,6/30/2015
WV,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.573,,7/1/2014,6/30/2015
WY,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.009,,7/1/2014,6/30/2015
AK,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,0.761,,7/1/2014,6/30/2015
AL,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,0.631,,7/1/2014,6/30/2015
AR,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,0.672,,7/1/2014,6/30/2015
AS,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,Not Available,12 - This measure does not apply to this hospital for this reporting period.,7/1/2014,6/30/2015
AZ,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,0.947,,7/1/2014,6/30/2015
CA,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,1.096,,7/1/2014,6/30/2015
CO,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,1.07,,7/1/2014,6/30/2015
CT,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,1.048,,7/1/2014,6/30/2015
DC,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,0.947,,7/1/2014,6/30/2015
DE,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,1.089,,7/1/2014,6/30/2015
FL,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,0.913,,7/1/2014,6/30/2015
GA,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,0.909,,7/1/2014,6/30/2015
GU,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,Not Available,12 - This measure does not apply to this hospital for this reporting period.,7/1/2014,6/30/2015
HI,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,0.689,,7/1/2014,6/30/2015
IA,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,0.898,,7/1/2014,6/30/2015
ID,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,0.722,,7/1/2014,6/30/2015
